0.75	legendary
0.75	dishonest
0.75	compassionate
0.75	artful
0.694722166689	benign
0.6875	unsurmountable
0.6875	unadulterated
0.6875	going-over
0.6875	glaring
0.6875	casuistry
0.6875	balmy
0.664384113296	abject
0.664057393771	pretty
0.625	weird
0.625	wary
0.625	unvarnished
0.625	unhurried
0.625	superannuated
0.625	self-love
0.625	self-indulgence
0.625	scrimy
0.625	roguishness
0.625	preternatural
0.625	plucky
0.625	picturesqueness
0.625	indecorous
0.625	immorality
0.625	immateriality
0.625	fright
0.625	forbearance
0.625	end_of_the_world
0.625	doomsday
0.625	dominated
0.625	day_of_reckoning
0.625	cheerfulness
0.624744845876	modest
0.623609564462	perverted
0.620819351073	niceness
0.612372435696	stunning
0.612372435696	iniquity
0.5980291706	indelicate
0.595392465102	notional
0.589255650989	sterile
0.589255650989	speculative
0.589255650989	gloat
0.580349511549	indecent
0.577711000415	comfortable
0.568543918708	must
0.565820697063	awful
0.5625	well-meaning
0.5625	watchful
0.5625	vitriolic
0.5625	unstudied
0.5625	unspoiled
0.5625	unforced
0.5625	unearthly
0.5625	uncanny
0.5625	thriftily
0.5625	thoughtless
0.5625	substitutable
0.5625	steadfastness
0.5625	sorry
0.5625	smitten
0.5625	self-sealing
0.5625	saved
0.5625	remedial
0.5625	promising
0.5625	placidity
0.5625	picturesque
0.5625	pestilent
0.5625	moodiness
0.5625	irresistible
0.5625	incontrovertible
0.5625	heartless
0.5625	glee
0.5625	flushed
0.5625	filigree
0.5625	faulty
0.5625	disoblige
0.5625	dishonesty
0.5625	conflicting
0.5625	clement
0.5625	circumspection
0.5625	charming
0.5625	blind_spot
0.5625	biting
0.5625	beatific
0.5625	alienated
0.56236109396	bully
0.562114065135	virulent
0.562114065135	terrific
0.562114065135	quaint
0.562114065135	putrefaction
0.562114065135	professed
0.562114065135	limpet
0.562114065135	lead_astray
0.562114065135	flyblown
0.562114065135	cheating
0.559016994375	smart
0.556292913451	evil
0.547722557505	disrespect
0.540061724867	sexless
0.540061724867	rascality
0.540061724867	fanciful
0.540061724867	defective
0.53764532919	unstained
0.532681893817	wickedness
0.532681893817	unrestricted
0.53033008589	whiteness
0.53033008589	nonconformist
0.53033008589	inoffensive
0.53033008589	conformist
0.53033008589	blandness
0.526402516498	fear
0.523741878749	ridiculous
0.523741878749	repulsive
0.523741878749	dissonance
0.523741878749	appease
0.518222623493	naked
0.518222623493	fatal
0.517234654195	worse
0.513701166914	unselfishness
0.513701166914	tricky
0.513701166914	titillation
0.513701166914	shaky
0.513701166914	privileged
0.513701166914	mordant
0.513701166914	impenetrable
0.513701166914	heady
0.513701166914	devious
0.513701166914	beatification
0.51031036308	exacting
0.509901951359	rude
0.50775240029	irregularity
0.503891109269	solace
0.503891109269	fateful
0.5034602489	serious
0.5034602489	probable
0.5034602489	pestilence
0.5034602489	languor
0.5034602489	impure
0.5034602489	impalpable
0.5	well-kept
0.5	vulnerability
0.5	victorious
0.5	unsounded
0.5	unresolvable
0.5	unrepeatable
0.5	unrecognisable
0.5	topping
0.5	terribly
0.5	tentative
0.5	sympathizer
0.5	sympathiser
0.5	supercilious
0.5	subaltern
0.5	stoic
0.5	sordidness
0.5	sheeny
0.5	shapelessness
0.5	serenity
0.5	rowdy
0.5	rehabilitative
0.5	regimentation
0.5	prissy
0.5	pomp
0.5	play_a_joke_on
0.5	pathetically
0.5	obsession
0.5	no-good
0.5	morality
0.5	modesty
0.5	mammy
0.5	malevolent
0.5	listless
0.5	lead_on
0.5	jinks
0.5	ire
0.5	inflammatory
0.5	indiscernible
0.5	incapacity
